RowID,OrderID,OrderDate,OrderMonthYear,Quantity,Quote,Discount,Rate,SaleAmount,CustomerName,CompanyName,Sector,Industry,City,ZipCode,State,Region,ProjectCompleteDate,DaysToComplete,ProductKey,ProductCategory,ProductSubCategory,Consultant,Manager,HourlyWage,RowCount,WageMargin
850,6112,8/23/2009,8/1/2009,31,4650,0.06,150,4371,Arianne Norris,KLA-Tencor Corporation,Capital Goods,Electronic Components,Maryville,37804,Tennessee,South,8/24/2009,1,Consulting - Market Research,Consulting,Java,Liam Franklin,Frank Mitchell,52,1,0.65
851,6115,9/11/2010,9/1/2010,25,3125,0.1,125,2812.5,Matt Miller,PACCAR Inc.,Capital Goods,Auto Manufacturing,Fort Dodge,50501,Iowa,Central,9/12/2010,1,Training - SQL,Training,Business Logic,Mason Gibson,Josh Martinez,71,1,0.43
852,6116,3/20/2009,3/1/2009,7,1050,0.01,150,1039.5,Barry Duston,Mylan Inc.,Health Care,Major Pharmaceuticals,Belchertown,1007,MA,East,3/20/2009,0,Consulting - Business Model,Consulting,Business Logic,Emma Watson,Allen Young,67,1,0.55
853,6116,3/20/2009,3/1/2009,6,840,0.04,140,806.4,Barry Duston,Mylan Inc.,Health Care,Major Pharmaceuticals,Forest Park,60130,Illinois,Central,3/22/2009,2,Development - Front End Web,Development,Market Research,Abigail Young,Josh Martinez,50,1,0.64
854,6117,12/21/2012,12/1/2012,7,875,0.07,125,813.75,Annie Martin,Google Inc.,Technology,"Computer Software: Programming, Data Processing",Logan,84321,Utah,West,12/22/2012,1,Training - SQL,Training,Database,Daniel Tusk,Bob Turner,45,1,0.64
855,6144,6/21/2009,6/1/2009,24,4800,0.07,200,4464,Ralph Eplett,Sigma-Aldrich Corporation,Consumer Durables,Specialty Chemicals,Kalamazoo,49001,Michigan,Central,6/24/2009,3,Development - Scala,Development,SQL,Michael Alister,Josh Martinez,68,1,0.66
856,6144,6/21/2009,6/1/2009,4,500,0.03,125,485,Ralph Eplett,Sigma-Aldrich Corporation,Consumer Durables,Specialty Chemicals,Kalamazoo,49001,Michigan,Central,6/22/2009,1,Training - Javascript,Training,Javascript,Elizabeth Carter,Josh Martinez,52,1,0.58
857,6148,12/24/2011,12/1/2011,50,6250,0.05,125,5937.5,Mathew McNair,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,Ithaca,14853,New York,East,12/25/2011,1,Training - SQL,Training,Market Research,Mason Gibson,Allen Young,71,1,0.43
858,6148,12/24/2011,12/1/2011,18,2250,0.05,125,2137.5,Mathew McNair,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,Ithaca,14853,New York,East,12/25/2011,1,Training - SQL,Training,SQL,Daniel Tusk,Allen Young,45,1,0.64
859,6150,10/1/2012,10/1/2012,38,4180,0.06,110,3929.2,Mitch Smayling,Avago Technologies Limited,Technology,Semiconductors,Hobbs,88240,New Mexico,West,10/2/2012,1,Development - Python,Development,SQL,Mason Gibson,Bob Turner,71,1,0.35
860,6179,6/2/2009,6/1/2009,50,5500,0.09,110,5005,Elpida Elijah,"Fiserv, Inc.",Technology,EDP Services,Newark,19711,Delaware,East,6/3/2009,1,Development - PHP,Development,Java,Sophia Dixon,Allen Young,71,1,0.35
861,6179,6/2/2009,6/1/2009,15,2250,0,150,2250,Elpida Elijah,"Fiserv, Inc.",Technology,EDP Services,Newark,19711,Delaware,East,6/4/2009,2,Consulting - Market Research,Consulting,Python,Michael Alister,Allen Young,68,1,0.55
862,6180,4/11/2011,4/1/2011,44,6600,0.01,150,6534,Sung Fox,"Regeneron Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Meridian,83642,Idaho,West,4/13/2011,2,Consulting - Market Research,Consulting,Scala,Isabella Douglas,Bob Turner,75,1,0.5
863,6182,7/21/2012,7/1/2012,40,4400,0.04,110,4224,Grant Jackson,"Tesla Motors, Inc.",Capital Goods,Auto Manufacturing,Crystal Lake,60014,Illinois,Central,7/28/2012,7,Development - Python,Development,SQL,Jayden Hamilton,Josh Martinez,71,1,0.35
864,6182,7/21/2012,7/1/2012,18,1980,0.04,110,1900.8,Grant Jackson,"Tesla Motors, Inc.",Capital Goods,Auto Manufacturing,Crystal Lake,60014,Illinois,Central,7/25/2012,4,Development - Python,Development,Market Research,Isabella Douglas,Josh Martinez,75,1,0.32
865,6183,6/15/2012,6/1/2012,41,4510,0.02,110,4419.8,Ionia Barroso,CA Inc.,Technology,Computer Software: Prepackaged Software,Birmingham,35211,Alabama,South,6/16/2012,1,Development - Python,Development,Java,Ethan Bird,Frank Mitchell,60,1,0.45
866,6211,11/23/2009,11/1/2009,28,4480,0.01,160,4435.2,Nona Jumper,"Fiserv, Inc.",Technology,EDP Services,Lafayette,70506,Louisiana,South,11/25/2009,2,Development - Java,Development,SQL,Olivia Sullivan,Frank Mitchell,53,1,0.67
867,6211,11/23/2009,11/1/2009,3,360,0.07,120,334.8,Nona Jumper,"Fiserv, Inc.",Technology,EDP Services,Lake Charles,70601,Louisiana,South,11/25/2009,2,Development - Business Logic,Development,Javascript,Abigail Young,Frank Mitchell,50,1,0.58
868,6241,12/29/2009,12/1/2009,24,2880,0.08,120,2649.6,Henry Katz,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,Coral Springs,33065,Florida,South,1/3/2010,5,Development - Business Logic,Development,Big Data,Emma Watson,Frank Mitchell,67,1,0.44
869,6241,12/29/2009,12/1/2009,29,4350,0,150,4350,Henry Katz,"Activision Blizzard, Inc",Technology,Computer Software: Prepackaged Software,Coral Springs,33065,Florida,South,1/2/2010,4,Consulting - Market Research,Consulting,Strategy,Mia Moore,Frank Mitchell,51,1,0.66
870,6246,10/21/2009,10/1/2009,13,1820,0.06,140,1710.8,Philip Sorensen,"O'Reilly Automotive, Inc.",Consumer Services,Other Specialty Stores,Rapid City,57701,South Dakota,Central,10/23/2009,2,Development - Database,Development,Javascript,Mia Moore,Josh Martinez,51,1,0.64
871,6272,2/27/2010,2/1/2010,33,4125,0.05,125,3918.75,Randy Baptist,"Staples, Inc.",Consumer Services,Other Specialty Stores,Bristol,37620,Tennessee,South,3/1/2010,2,Training - SQL,Training,.Net,Madison Hill,Frank Mitchell,58,1,0.54
872,6272,2/27/2010,2/1/2010,48,6000,0,125,6000,Randy Baptist,"Staples, Inc.",Consumer Services,Other Specialty Stores,Bristol,37620,Tennessee,South,3/1/2010,2,Training - Javascript,Training,Business Model,Madison Hill,Frank Mitchell,58,1,0.54
873,6272,2/27/2010,2/1/2010,8,1200,0.09,150,1092,Randy Baptist,"Staples, Inc.",Consumer Services,Other Specialty Stores,Bristol,37620,Tennessee,South,3/1/2010,2,Consulting - Market Research,Consulting,Database,Alexander Edison,Frank Mitchell,70,1,0.53
874,6272,2/27/2010,2/1/2010,31,3875,0.03,125,3758.75,Randy Baptist,"Staples, Inc.",Consumer Services,Other Specialty Stores,Chattanooga,37421,Tennessee,South,3/1/2010,2,Training - SQL,Training,Front End Web,William Bufont,Frank Mitchell,62,1,0.5
875,6274,7/14/2011,7/1/2011,22,2750,0.05,125,2612.5,Eugene Liston,Liberty Media Corporation,Consumer Services,Broadcasting,Aurora,80013,Colorado,West,7/15/2011,1,Training - SQL,Training,Big Data,Ethan Bird,Bob Turner,60,1,0.52
876,6279,1/29/2010,1/1/2010,49,7840,0.01,160,7761.6,Katrina Radford,"Analog Devices, Inc.",Technology,Semiconductors,Reston,20190,Virginia,South,1/31/2010,2,Development - Java,Development,Front End Web,Isabella Douglas,Frank Mitchell,75,1,0.53
877,6304,8/11/2011,8/1/2011,30,3300,0.01,110,3267,Adam Wendt,"Autodesk, Inc.",Technology,Computer Software: Prepackaged Software,Eugene,97405,Oregon,West,8/13/2011,2,Development - Python,Development,.Net,Michael Alister,Bob Turner,68,1,0.38
878,6309,6/9/2010,6/1/2010,10,2000,0.01,200,1980,Art Stewart,Liberty Global plc,Consumer Services,Television Services,Littleton,80122,Colorado,West,6/10/2010,1,Development - Scala,Development,Scala,Liam Franklin,Bob Turner,52,1,0.74
879,6310,5/3/2009,5/1/2009,27,3375,0.08,125,3105,Katharine Allen,"Whole Foods Market, Inc.",Consumer Services,Food Chains,Alamogordo,88310,New Mexico,West,5/4/2009,1,Training - SQL,Training,Python,Elizabeth Carter,Bob Turner,52,1,0.58
880,6311,2/10/2010,2/1/2010,18,2700,0.04,150,2592,Anna Donatelli,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Bartlesville,74006,Oklahoma,Central,2/13/2010,3,Consulting - Market Research,Consulting,SQL,Ethan Bird,Josh Martinez,60,1,0.6
881,6336,8/28/2011,8/1/2011,43,6880,0.01,160,6811.2,Joseph Blanton,QUALCOMM Incorporated,Technology,Radio And Television Broadcasting And Communications Equipment,Newnan,30265,Georgia,South,8/30/2011,2,Development - Java,Development,Python,Daniel Tusk,Frank Mitchell,45,1,0.72
882,6337,8/31/2011,8/1/2011,48,6000,0.01,125,5940,Justin Carroll,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,Bettendorf,52722,Iowa,Central,9/2/2011,2,Training - SQL,Training,.Net,Madison Hill,Josh Martinez,58,1,0.54
883,6337,8/31/2011,8/1/2011,1,125,0.07,125,116.25,Justin Carroll,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,Bettendorf,52722,Iowa,Central,9/1/2011,1,Training - Javascript,Training,SQL,Jayden Hamilton,Josh Martinez,71,1,0.43
884,6339,12/11/2012,12/1/2012,20,4000,0.05,200,3800,Jonathan Akin,NVIDIA Corporation,Technology,Semiconductors,Goldsboro,27534,North Carolina,South,12/12/2012,1,Development - Big Data,Development,Python,Emma Watson,Frank Mitchell,67,1,0.67
885,6368,2/22/2009,2/1/2009,40,6000,0,150,6000,Anthony Hudgings,Intel Corporation,Technology,Semiconductors,Louisville,80027,Colorado,West,2/22/2009,0,Consulting - Strategy,Consulting,Business Model,Emma Watson,Bob Turner,67,1,0.55
886,6369,12/19/2009,12/1/2009,30,3750,0.1,125,3375,Denise Catini,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Saco,4072,Maine,East,12/21/2009,2,Training - Javascript,Training,Business Model,Mason Gibson,Allen Young,71,1,0.43
887,6373,1/23/2012,1/1/2012,1,170,0.01,170,168.3,Denise Catini,"Alexion Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,Saco,4072,Maine,East,1/24/2012,1,Development - .Net,Development,Business Logic,Olivia Sullivan,Allen Young,53,1,0.69
888,6374,8/7/2011,8/1/2011,29,4350,0.07,150,4045.5,Ricardo Schoenberger,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,Lincoln Park,48146,Michigan,Central,8/8/2011,1,Consulting - Business Model,Consulting,Python,Alexander Edison,Josh Martinez,70,1,0.53
889,6374,8/7/2011,8/1/2011,1,140,0.01,140,138.6,Ricardo Schoenberger,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,Lincoln Park,48146,Michigan,Central,8/9/2011,2,Development - Database,Development,Market Research,Emma Watson,Josh Martinez,67,1,0.52
890,6402,4/23/2011,4/1/2011,35,4900,0.01,140,4851,Nathan Lee,Cognizant Technology Solutions Corporation,Technology,EDP Services,Homewood,35209,Alabama,South,4/28/2011,5,Development - Front End Web,Development,Python,Mason Gibson,Frank Mitchell,71,1,0.49
891,6403,2/11/2011,2/1/2011,41,8200,0,200,8200,John Conant,Mylan Inc.,Health Care,Major Pharmaceuticals,Hilliard,43026,Ohio,East,2/13/2011,2,Development - Big Data,Development,Python,Olivia Sullivan,Allen Young,53,1,0.74
892,6406,8/14/2009,8/1/2009,43,6020,0.05,140,5719,Mick Breyer,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Fort Lauderdale,33311,Florida,South,8/16/2009,2,Development - Front End Web,Development,Database,Noah Smith,Frank Mitchell,59,1,0.58
893,6432,11/10/2011,11/1/2011,30,5100,0.08,170,4692,Lena Luxemburg,"Discovery Communications, Inc.",Consumer Services,Television Services,Norristown,19401,Pennsylvania,East,11/12/2011,2,Development - .Net,Development,.Net,Madison Hill,Allen Young,58,1,0.66
894,6433,11/22/2011,11/1/2011,41,8200,0.01,200,8118,Matt Bertelson,The Priceline Group Inc.,Miscellaneous,Business Services,Bethesda,20814,Maryland,East,11/23/2011,1,Development - Scala,Development,Business Logic,Alexander Edison,Allen Young,70,1,0.65
895,6434,6/7/2009,6/1/2009,13,1430,0.07,110,1329.9,Rob Cano,Yahoo! Inc.,Technology,EDP Services,Marshalltown,50158,Iowa,Central,6/7/2009,0,Development - Python,Development,Business Logic,Michael Alister,Josh Martinez,68,1,0.38
896,6438,5/16/2010,5/1/2010,7,875,0.02,125,857.5,Anna Cartwright,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Dallas,75217,Texas,Central,5/16/2010,0,Training - SQL,Training,.Net,Daniel Tusk,Josh Martinez,45,1,0.64
897,6438,5/16/2010,5/1/2010,38,4180,0.06,110,3929.2,Anna Cartwright,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,Dallas,75217,Texas,Central,5/17/2010,1,Development - Python,Development,Javascript,Daniel Tusk,Josh Martinez,45,1,0.59
898,6464,5/28/2009,5/1/2009,1,170,0.07,170,158.1,Ralph Cohen,Starbucks Corporation,Consumer Services,Restaurants,Ellicott City,21042,Maryland,East,5/30/2009,2,Development - .Net,Development,Strategy,Emily Taylor,Allen Young,62,1,0.64
899,6464,5/28/2009,5/1/2009,42,5250,0,125,5250,Ralph Cohen,Starbucks Corporation,Consumer Services,Restaurants,Ellicott City,21042,Maryland,East,5/30/2009,2,Training - SQL,Training,Business Model,Sophia Dixon,Allen Young,71,1,0.43
900,6465,8/12/2011,8/1/2011,36,3960,0.06,110,3722.4,Alan Flentye,"Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing",West Scarborough,4070,Maine,East,8/19/2011,7,Development - Python,Development,Business Model,Sophia Dixon,Allen Young,71,1,0.35
901,6498,3/17/2009,3/1/2009,38,5700,0.01,150,5643,Julie Murray,"Stericycle, Inc.",Basic Industries,Environmental Services,Parkersburg,26101,West Virginia,East,3/18/2009,1,Consulting - Business Model,Consulting,Front End Web,Elizabeth Carter,Allen Young,52,1,0.65
902,6500,10/12/2012,10/1/2012,15,2250,0.1,150,2025,Tony Lucas,Celgene Corporation,Health Care,Major Pharmaceuticals,Mount Vernon,98273,Washington,West,10/14/2012,2,Consulting - Business Model,Consulting,Big Data,Liam Franklin,Bob Turner,52,1,0.65
903,6500,10/12/2012,10/1/2012,20,2400,0.06,120,2256,Tony Lucas,Celgene Corporation,Health Care,Major Pharmaceuticals,Mount Vernon,98273,Washington,West,10/13/2012,1,Development - Business Logic,Development,Strategy,Alexander Edison,Bob Turner,70,1,0.42
904,6501,1/13/2012,1/1/2012,35,3850,0.06,110,3619,Arianne Norris,KLA-Tencor Corporation,Capital Goods,Electronic Components,Maryville,37804,Tennessee,South,1/15/2012,2,Development - Python,Development,Tableau,Jayden Hamilton,Frank Mitchell,71,1,0.35
905,6501,1/13/2012,1/1/2012,46,6900,0.09,150,6279,Arianne Norris,KLA-Tencor Corporation,Capital Goods,Electronic Components,Memphis,38109,Tennessee,South,1/15/2012,2,Consulting - Market Research,Consulting,Java,Ethan Bird,Frank Mitchell,60,1,0.6
906,6502,8/20/2011,8/1/2011,16,1760,0.1,110,1584,Max Waldorf,"Staples, Inc.",Consumer Services,Other Specialty Stores,Reading,19601,Pennsylvania,East,8/20/2011,0,Development - Python,Development,Java,Daniel Tusk,Allen Young,45,1,0.59
907,6502,8/20/2011,8/1/2011,30,3300,0.05,110,3135,Max Waldorf,"Staples, Inc.",Consumer Services,Other Specialty Stores,Reading,19601,Pennsylvania,East,8/23/2011,3,Development - Python,Development,Compensation,Liam Franklin,Allen Young,52,1,0.53
908,6529,11/26/2012,11/1/2012,35,4900,0.04,140,4704,Cynthia Kirkland,PACCAR Inc.,Capital Goods,Auto Manufacturing,Oak Ridge,37830,Tennessee,South,11/28/2012,2,Development - Database,Development,SQL,William Bufont,Frank Mitchell,62,1,0.56
909,6531,7/17/2010,7/1/2010,42,7140,0.05,170,6783,Jill Hernandez,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Palm Springs,92262,California,West,7/19/2010,2,Development - .Net,Development,Database,Noah Smith,Bob Turner,59,1,0.65
910,6531,7/17/2010,7/1/2010,28,3360,0.06,120,3158.4,Jill Hernandez,"Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,Palm Springs,92262,California,West,7/19/2010,2,Development - Business Logic,Development,Java,Elizabeth Carter,Bob Turner,52,1,0.57
911,6535,6/12/2012,6/1/2012,11,1320,0.07,120,1227.6,Adrian Ferguson,Altera Corporation,Technology,Semiconductors,Alton,62002,Illinois,Central,6/15/2012,3,Development - Business Logic,Development,Java,Michael Alister,Josh Martinez,68,1,0.43
912,6560,1/4/2011,1/1/2011,20,3400,0.09,170,3094,Max Thurman,"Stericycle, Inc.",Basic Industries,Environmental Services,Owensboro,42301,Kentucky,South,1/8/2011,4,Development - .Net,Development,Tableau,Michael Alister,Frank Mitchell,68,1,0.6
913,6560,1/4/2011,1/1/2011,37,4625,0.04,125,4440,Max Thurman,"Stericycle, Inc.",Basic Industries,Environmental Services,Paducah,42003,Kentucky,South,1/9/2011,5,Training - Javascript,Training,Scala,Emily Taylor,Frank Mitchell,62,1,0.5
914,6562,12/20/2009,12/1/2009,12,1800,0.02,150,1764,Brendan Smith,Yahoo! Inc.,Technology,EDP Services,Seattle,98115,Washington,West,12/22/2009,2,Consulting - Strategy,Consulting,Scala,Daniel Tusk,Bob Turner,45,1,0.7
915,6564,1/21/2011,1/1/2011,26,3900,0.01,150,3861,Anne Currie,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Petaluma,94952,California,West,1/21/2011,0,Consulting - Business Model,Consulting,SQL,Isabella Douglas,Bob Turner,75,1,0.5
916,6566,5/21/2011,5/1/2011,21,3150,0.01,150,3118.5,Kean Collister,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Paradise,95969,California,West,5/21/2011,0,Consulting - Business Model,Consulting,Market Research,Ava Wilson,Bob Turner,67,1,0.55
917,6592,12/1/2009,12/1/2009,29,4060,0.09,140,3694.6,Tamara Turnell,Seagate Technology.,Technology,Electronic Components,Pasadena,77506,Texas,Central,12/8/2009,7,Development - Front End Web,Development,Java,Ethan Bird,Josh Martinez,60,1,0.57
918,6592,12/1/2009,12/1/2009,33,6600,0.07,200,6138,Tamara Turnell,Seagate Technology.,Technology,Electronic Components,Pasadena,77506,Texas,Central,12/3/2009,2,Development - Big Data,Development,Big Data,Mason Gibson,Josh Martinez,71,1,0.65
919,6596,7/21/2011,7/1/2011,36,5400,0.02,150,5292,Chad Bavinger,DIRECTV,Consumer Services,Telecommunications Equipment,Saint Paul,55106,Minnesota,Central,7/26/2011,5,Consulting - Strategy,Consulting,Javascript,Alexander Edison,Josh Martinez,70,1,0.53
920,6625,8/15/2010,8/1/2010,23,2875,0.01,125,2846.25,Roy Peterman,Broadcom Corporation,Technology,Semiconductors,Gainesville,32601,Florida,South,8/17/2010,2,Training - Tableau,Training,SQL,Mason Gibson,Frank Mitchell,71,1,0.43
921,6656,5/15/2009,5/1/2009,45,7200,0.02,160,7056,Dennis Cyprus,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Wilkinsburg,15221,Pennsylvania,East,5/15/2009,0,Development - Java,Development,Business Logic,Daniel Tusk,Allen Young,45,1,0.72
922,6656,5/15/2009,5/1/2009,50,8000,0.1,160,7200,Dennis Cyprus,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Wilkinsburg,15221,Pennsylvania,East,5/16/2009,1,Development - Java,Development,Database,Liam Franklin,Allen Young,52,1,0.68
923,6661,4/16/2010,4/1/2010,47,7050,0.1,150,6345,Clytie Dortch,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,West Linn,97068,Oregon,West,4/20/2010,4,Consulting - Compensation,Consulting,Strategy,Mia Moore,Bob Turner,51,1,0.66
924,6661,4/16/2010,4/1/2010,39,4875,0,125,4875,Clytie Dortch,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,West Linn,97068,Oregon,West,4/23/2010,7,Training - SQL,Training,Java,Mia Moore,Bob Turner,51,1,0.59
925,6693,5/24/2012,5/1/2012,16,2240,0.09,140,2038.4,Astrea Meade,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,San Jose,95123,California,West,5/26/2012,2,Development - Database,Development,Business Model,Noah Smith,Bob Turner,59,1,0.58
926,6695,6/27/2012,6/1/2012,49,7840,0.08,160,7212.8,Natalie Pelletier,Costco Wholesale Corporation,Consumer Services,Department/Specialty Retail Stores,Wellesley,2457,MA,East,6/27/2012,0,Development - Java,Development,Java,Abigail Young,Allen Young,50,1,0.69
927,6720,9/9/2010,9/1/2010,31,4960,0.03,160,4811.2,Patrick Fjeld,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Montgomery,36116,Alabama,South,9/10/2010,1,Development - Java,Development,Business Model,William Bufont,Frank Mitchell,62,1,0.61
928,6720,9/9/2010,9/1/2010,36,4500,0.08,125,4140,Patrick Fjeld,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Opelika,36801,Alabama,South,9/12/2010,3,Training - Tableau,Training,Strategy,Mia Moore,Frank Mitchell,51,1,0.59
929,6720,9/9/2010,9/1/2010,8,1600,0.01,200,1584,Patrick Fjeld,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Opelika,36801,Alabama,South,9/11/2010,2,Development - Scala,Development,Big Data,Ava Wilson,Frank Mitchell,67,1,0.67
930,6727,8/29/2009,8/1/2009,12,2400,0.06,200,2256,Stuart Epp,QUALCOMM Incorporated,Technology,Radio And Television Broadcasting And Communications Equipment,Shirley,11967,New York,East,8/29/2009,0,Development - Scala,Development,Javascript,Abigail Young,Allen Young,50,1,0.75
931,6753,9/26/2010,9/1/2010,7,875,0.04,125,840,Robert Pistek,Adobe Systems Incorporated,Technology,Computer Software: Prepackaged Software,East Los Angeles,90022,California,West,9/28/2010,2,Training - SQL,Training,Java,Mason Gibson,Bob Turner,71,1,0.43
932,6754,8/11/2011,8/1/2011,13,1950,0.01,150,1930.5,Bill Kiefer,"Stericycle, Inc.",Basic Industries,Environmental Services,Cuyahoga Falls,44221,Ohio,East,8/13/2011,2,Consulting - Market Research,Consulting,SQL,Isabella Douglas,Allen Young,75,1,0.5
933,6755,5/1/2011,5/1/2011,20,3200,0.01,160,3168,Kelly Thomas,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,Georgetown,78626,Texas,Central,5/3/2011,2,Development - Java,Development,Python,Michael Alister,Josh Martinez,68,1,0.58
934,6757,2/1/2012,2/1/2012,27,5400,0.1,200,4860,Brooke Abelman,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Portland,97206,Oregon,West,2/3/2012,2,Development - Big Data,Development,Python,Ava Wilson,Bob Turner,67,1,0.67
935,6757,2/1/2012,2/1/2012,11,1375,0.1,125,1237.5,Brooke Abelman,"Akamai Technologies, Inc.",Miscellaneous,Business Services,Portland,97206,Oregon,West,2/2/2012,1,Training - Javascript,Training,Python,Alexander Edison,Bob Turner,70,1,0.44
936,6785,5/6/2012,5/1/2012,7,875,0.03,125,848.75,Nathan Lee,Cognizant Technology Solutions Corporation,Technology,EDP Services,Homewood,35209,Alabama,South,5/8/2012,2,Training - SQL,Training,Development,Isabella Douglas,Frank Mitchell,75,1,0.4
937,6788,8/4/2011,8/1/2011,41,4920,0.02,120,4821.6,Bobby Childs,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,San Luis Obispo,93405,California,West,8/6/2011,2,Development - Business Logic,Development,Strategy,Sophia Dixon,Bob Turner,71,1,0.41
938,6788,8/4/2011,8/1/2011,6,840,0.07,140,781.2,Bobby Childs,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,San Luis Obispo,93405,California,West,8/5/2011,1,Development - Database,Development,Big Data,Elizabeth Carter,Bob Turner,52,1,0.63
939,6791,2/1/2011,2/1/2011,14,2100,0.1,150,1890,Lindsay DeVincentis,eBay Inc.,Miscellaneous,Business Services,Bozeman,59715,Montana,West,2/3/2011,2,Consulting - Strategy,Consulting,.Net,Abigail Young,Bob Turner,50,1,0.67
940,6823,7/21/2009,7/1/2009,50,8000,0.01,160,7920,Todd Cacioppo,"Applied Materials, Inc.",Technology,Semiconductors,Superior,54880,Wisconsin,Central,7/22/2009,1,Development - Java,Development,Big Data,Emma Watson,Josh Martinez,67,1,0.58
941,6823,7/21/2009,7/1/2009,31,4650,0,150,4650,Todd Cacioppo,"Applied Materials, Inc.",Technology,Semiconductors,Waukesha,53186,Wisconsin,Central,7/23/2009,2,Consulting - Business Model,Consulting,Business Model,Mason Gibson,Josh Martinez,71,1,0.53
942,6848,9/13/2010,9/1/2010,22,3520,0.1,160,3168,Kelly Marley,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Greenville,27834,North Carolina,South,9/14/2010,1,Development - Java,Development,SQL,Isabella Douglas,Frank Mitchell,75,1,0.53
943,6850,2/11/2010,2/1/2010,8,1200,0.08,150,1104,Chuck Bierner,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Las Vegas,89115,Nevada,West,2/11/2010,0,Consulting - Business Model,Consulting,Business Model,Daniel Tusk,Bob Turner,45,1,0.7
944,6850,2/11/2010,2/1/2010,41,6150,0.08,150,5658,Chuck Bierner,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,Las Vegas,89115,Nevada,West,2/12/2010,1,Consulting - Strategy,Consulting,Market Research,Noah Smith,Bob Turner,59,1,0.61
945,6850,2/11/2010,2/1/2010,34,6800,0.05,200,6460,Chuck Bierner,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,North Las Vegas,89031,Nevada,West,2/13/2010,2,Development - Big Data,Development,Business Model,Emma Watson,Bob Turner,67,1,0.67
946,6850,2/11/2010,2/1/2010,26,3250,0.05,125,3087.5,Chuck Bierner,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,North Las Vegas,89031,Nevada,West,2/12/2010,1,Training - Javascript,Training,Strategy,Daniel Tusk,Bob Turner,45,1,0.64
947,6854,1/6/2009,1/1/2009,1,160,0.07,160,148.8,Victor Hane,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Royal Palm Beach,33411,Florida,South,1/8/2009,2,Development - Java,Development,Java,Emily Taylor,Frank Mitchell,62,1,0.61
948,6854,1/6/2009,1/1/2009,19,2375,0.05,125,2256.25,Victor Hane,"Dollar Tree, Inc.",Consumer Services,Department/Specialty Retail Stores,Royal Palm Beach,33411,Florida,South,1/8/2009,2,Training - SQL,Training,Business Model,Mason Gibson,Frank Mitchell,71,1,0.43
949,6880,5/25/2009,5/1/2009,5,550,0.06,110,517,Peter Lopez,"NetApp, Inc.",Technology,Electronic Components,Bakersfield,93309,California,West,5/27/2009,2,Development - Python,Development,Tableau,Michael Alister,Bob Turner,68,1,0.38
950,6884,1/15/2009,1/1/2009,41,4510,0.01,110,4464.9,Skye Foster,Lam Research Corporation,Technology,Industrial Machinery/Components,Lombard,60148,Illinois,Central,1/20/2009,5,Development - Python,Development,SQL,Ava Wilson,Josh Martinez,67,1,0.39
951,6884,1/15/2009,1/1/2009,47,5170,0.04,110,4963.2,Skye Foster,Lam Research Corporation,Technology,Industrial Machinery/Components,Lombard,60148,Illinois,Central,1/20/2009,5,Development - Python,Development,Business Model,Isabella Douglas,Josh Martinez,75,1,0.32
